  NODES_PER_ELEMENT
   1 9
   2 9
   3 9
   4 9
   5 9
   6 9
   7 9
   8 9
   9 9
   10 9
   11 9
   12 9
   13 9
   14 9
   15 9
   16 9
   17 9
   18 9
   19 9
   20 9
   21 9
   22 9
   23 9
   24 9
   25 9
   26 9
   27 9
   28 9
   29 9
   30 9
   31 9
   32 9
   33 9
   34 9
   35 9
   36 9
   37 9
   38 9
   39 9
   40 9
   41 9
   42 9
   43 9
   44 9
   45 9
   46 9
   47 9
   48 9
   49 9
   50 9
   51 9
   52 9
   53 9
   54 9
   55 9
   56 9
   57 9
   58 9
  END_NODES_PER_ELEMENT
  ELEMENTS
   66   6.138676e+00  1.585164e+00   
   67   4.975280e+00  1.589585e+00   
   68   5.583341e+00  1.509104e+00   
   69   5.303816e+00  1.519541e+00   
   70   4.646743e+00  1.659628e+00   
   71   5.862867e+00  1.498667e+00   
   72   7.383037e+00  2.155715e+00   
   73   4.264050e+00  1.777190e+00   
   74   7.737690e+00  2.343434e+00   
   75   3.881356e+00  1.894751e+00   
   76   6.810536e+00  1.497347e+00   
   77   6.483762e+00  1.354165e+00   
   78   6.180147e+00  1.272157e+00   
   79   7.137310e+00  1.640529e+00   
   80   5.575079e+00  1.189730e+00   
   81   5.876533e+00  1.190148e+00   
   82   5.273625e+00  1.189312e+00   
   83   4.934602e+00  1.239144e+00   
   84   7.504164e+00  1.830366e+00   
   85   4.595578e+00  1.288975e+00   
   86   4.209798e+00  1.380802e+00   
   87   7.871018e+00  2.020202e+00   
   88   3.824018e+00  1.472628e+00   
   89   6.221619e+00  9.591488e-01   
   90   6.899637e+00  1.174866e+00   
   91   6.553038e+00  1.036669e+00   
   92   5.566817e+00  8.703556e-01   
   93   5.890199e+00  8.816291e-01   
   94   7.246236e+00  1.313063e+00   
   95   5.243434e+00  8.590822e-01   
   96   4.893924e+00  8.887023e-01   
   97   7.625291e+00  1.505016e+00   
   98   4.544413e+00  9.183224e-01   
   99   8.004346e+00  1.696970e+00   
   100   4.155547e+00  9.844137e-01   
   101   3.766680e+00  1.050505e+00   
   102   6.233366e+00  5.953135e-01   
   103   6.949880e+00  8.044952e-01   
   104   6.587649e+00  6.722939e-01   
   105   5.552943e+00  5.174776e-01   
   106   5.879083e+00  5.183330e-01   
   107   5.226802e+00  5.166223e-01   
   108   7.312111e+00  9.366965e-01   
   109   4.879066e+00  5.191079e-01   
   110   7.708209e+00  1.114813e+00   
   111   4.531330e+00  5.215935e-01   
   112   8.104308e+00  1.292929e+00   
   113   4.137405e+00  5.436250e-01   
   114   6.245114e+00  2.314781e-01   
   115   7.000123e+00  4.341246e-01   
   116   6.622261e+00  3.079193e-01   
   117   5.539069e+00  1.645997e-01   
   118   5.210170e+00  1.741623e-01   
   119   5.867967e+00  1.550370e-01   
   120   7.377986e+00  5.603300e-01   
   121   3.743480e+00  5.656566e-01   
   122   4.864209e+00  1.495134e-01   
   123   7.791128e+00  7.246094e-01   
   124   4.518247e+00  1.248645e-01   
   125   8.204270e+00  8.888889e-01   
   126   5.200552e+00 -1.231956e-01   
   127   4.119263e+00  1.028363e-01   
   128   5.504578e+00 -2.087292e-01   
   129   6.632089e+00 -8.095386e-02   
   130   7.020336e+00  3.246768e-02   
   131   6.220346e+00 -1.876083e-01   
   132   4.876427e+00 -1.915757e-01   
   133   7.408583e+00  1.458892e-01   
   134   5.808603e+00 -2.942628e-01   
   135   3.720279e+00  8.080808e-02   
   136   7.825077e+00  2.749648e-01   
   137   4.552301e+00 -2.599559e-01   
   138   5.190935e+00 -4.205535e-01   
   139   8.241570e+00  4.040404e-01   
   140   4.144516e+00 -3.319981e-01   
   141   4.888645e+00 -5.326649e-01   
   142   5.470087e+00 -5.820581e-01   
   143   6.641917e+00 -4.698270e-01   
   144   7.040548e+00 -3.691893e-01   
   145   7.439179e+00 -2.685515e-01   
   146   6.195578e+00 -6.066948e-01   
   147   7.859025e+00 -1.746798e-01   
   148   4.586354e+00 -6.447762e-01   
   149   5.749239e+00 -7.435626e-01   
   150   3.736731e+00 -4.040404e-01   
   151   5.101758e+00 -7.956573e-01   
   152   8.278871e+00 -8.080808e-02   
   153   6.699453e+00 -8.224701e-01   
   154   4.169769e+00 -7.668326e-01   
   155   7.066998e+00 -7.421605e-01   
   156   7.434543e+00 -6.618510e-01   
   157   6.304457e+00 -9.798008e-01   
   158   5.314871e+00 -1.058650e+00   
   159   4.733429e+00 -1.009257e+00   
   160   7.830782e+00 -6.137538e-01   
   161   5.909461e+00 -1.137131e+00   
   162   3.753183e+00 -8.888889e-01   
   163   8.227021e+00 -5.656566e-01   
   164   6.756989e+00 -1.175113e+00   
   165   7.093448e+00 -1.115132e+00   
   166   4.273642e+00 -1.191497e+00   
   167   7.429908e+00 -1.055150e+00   
   168   6.413336e+00 -1.352907e+00   
   169   4.880504e+00 -1.373737e+00   
   170   5.483599e+00 -1.463416e+00   
   171   7.802539e+00 -1.052828e+00   
   172   6.811446e+00 -1.401292e+00   
   173   6.069684e+00 -1.530700e+00   
   174   7.093705e+00 -1.389338e+00   
   175   3.813855e+00 -1.373737e+00   
   176   6.548349e+00 -1.579041e+00   
   177   7.375965e+00 -1.377384e+00   
   178   8.175171e+00 -1.050505e+00   
   179   4.377515e+00 -1.616161e+00   
   180   6.865903e+00 -1.627470e+00   
   181   6.285251e+00 -1.756790e+00   
   182   5.057736e+00 -1.789701e+00   
   183   7.719222e+00 -1.415965e+00   
   184   7.093962e+00 -1.663544e+00   
   185   5.652326e+00 -1.868183e+00   
   186   6.683361e+00 -1.805175e+00   
   187   7.322022e+00 -1.699618e+00   
   188   8.062479e+00 -1.454545e+00   
   189   6.930482e+00 -1.888567e+00   
   190   6.500818e+00 -1.982879e+00   
   191   5.961370e+00 -2.057697e+00   
   192   3.874526e+00 -1.858586e+00   
   193   4.510211e+00 -2.008400e+00   
   194   7.635905e+00 -1.779102e+00   
   195   7.177603e+00 -1.971959e+00   
   196   5.234969e+00 -2.205665e+00   
   197   6.767002e+00 -2.113590e+00   
   198   6.270414e+00 -2.247211e+00   
   199   7.949788e+00 -1.858586e+00   
   200   5.637489e+00 -2.358604e+00   
   201   7.489512e+00 -2.076889e+00   
   202   7.033185e+00 -2.244301e+00   
   203   3.962687e+00 -2.227098e+00   
   204   6.557436e+00 -2.379872e+00   
   205   4.642908e+00 -2.400638e+00   
   206   6.040010e+00 -2.511542e+00   
   207   7.801422e+00 -2.181818e+00   
   208   7.343120e+00 -2.374676e+00   
   209   5.184384e+00 -2.611200e+00   
   210   6.844457e+00 -2.512533e+00   
   211   6.347870e+00 -2.646154e+00   
   212   5.545205e+00 -2.705559e+00   
   213   4.050847e+00 -2.595611e+00   
   214   5.906026e+00 -2.799918e+00   
   215   7.653055e+00 -2.505051e+00   
   216   7.153289e+00 -2.655233e+00   
   217   4.691975e+00 -2.782785e+00   
   218   6.655730e+00 -2.780765e+00   
   219   6.191227e+00 -2.913411e+00   
   220   5.133799e+00 -3.016735e+00   
   221   7.462121e+00 -2.797934e+00   
   222   5.452921e+00 -3.052514e+00   
   223   6.963458e+00 -2.935791e+00   
   224   6.476427e+00 -3.026905e+00   
   225   4.199565e+00 -2.954371e+00   
   226   5.772042e+00 -3.088293e+00   
   227   6.034584e+00 -3.180669e+00   
   228   4.741041e+00 -3.164933e+00   
   229   5.146874e+00 -3.238457e+00   
   230   5.415285e+00 -3.283293e+00   
   231   6.746688e+00 -3.192255e+00   
   232   7.271186e+00 -3.090817e+00   
   233   6.297125e+00 -3.273045e+00   
   234   5.683695e+00 -3.328128e+00   
   235   5.928355e+00 -3.382637e+00   
   236   4.348283e+00 -3.313131e+00   
   237   4.842711e+00 -3.400499e+00   
   238   6.173014e+00 -3.437145e+00   
   239   5.159949e+00 -3.460179e+00   
   240   7.016949e+00 -3.357605e+00   
   241   6.529918e+00 -3.448719e+00   
   242   5.377649e+00 -3.514071e+00   
   243   5.595348e+00 -3.567963e+00   
   244   5.822126e+00 -3.584604e+00   
   245   6.048903e+00 -3.601245e+00   
   246   4.538548e+00 -3.562542e+00   
   247   6.340744e+00 -3.615353e+00   
   248   4.944382e+00 -3.636066e+00   
   249   6.762712e+00 -3.624394e+00   
   250   5.222723e+00 -3.743550e+00   
   251   6.151570e+00 -3.781986e+00   
   252   5.826317e+00 -3.816510e+00   
   253   6.508475e+00 -3.793561e+00   
   254   5.501064e+00 -3.851034e+00   
   255   4.728814e+00 -3.811952e+00   
   256   5.067797e+00 -3.973029e+00   
   257   6.254237e+00 -3.962727e+00   
   258   5.830508e+00 -4.048416e+00   
   259   5.406780e+00 -4.134105e+00   
  END_COORDINATES
  BOUNDARIES, ELEMENT
    1         257     249     253         1     
    2         249     232     240         2     
    3         232     215     221         3     
    4         215     199     207         4     
    5         199     178     188         5     
    6         259     257     258         6     
    7         255     259     256         7     
    8         236     255     246         8     
    9         213     236     225         9     
    10         192     213     203         10     
    11         178     152     163         11     
    12         152     125     139         12     
    13         125     99     112         13     
    14         99     74     87         14     
    15         74     46     62         15     
    16         46     24     33         16     
    17         24     9     15         17     
    18         1     8     3         18     
    19         9     1     4         18     
    20         8     22     14         19     
    21         22     45     32         20     
    22         45     75     61         21     
    23         75     101     88         22     
    24         101     135     121         23     
    25         135     162     150         24     
    26         162     192     175         25     
  END_BOUNDARIES
  MATERIALS, NUMBER= 1, DEFAULT=1
  END_MATERIALS
  SUBDOMAINS
  END_SUBDOMAINS
  CHARACTERISTICS
  END_CHARACTERISTICS
