  NODES_PER_ELEMENT
   1 9
   2 9
   3 9
   4 9
   5 9
   6 9
   7 9
   8 9
   9 9
   10 9
   11 9
   12 9
   13 9
   14 9
   15 9
   16 9
   17 9
   18 9
   19 9
   20 9
   21 9
   22 9
   23 9
   24 9
   25 9
   26 9
   27 9
   28 9
   29 9
   30 9
   31 9
   32 9
   33 9
   34 9
   35 9
   36 9
   37 9
   38 9
   39 9
   40 9
   41 9
   42 9
   43 9
   44 9
   45 9
   46 9
   47 9
   48 9
   49 9
   50 9
   51 9
   52 9
   53 9
   54 9
   55 9
   56 9
   57 9
   58 9
   59 9
   60 9
   61 9
   62 9
   63 9
   64 9
   65 9
   66 9
   67 9
   68 9
  END_NODES_PER_ELEMENT
  ELEMENTS
   50   5.677379e+00 -1.923821e+00   
   51   6.569084e+00 -2.045207e+00   
   52   6.942753e+00 -2.323870e+00   
   53   4.743132e+00 -2.497760e+00   
   54   5.055365e+00 -2.146887e+00   
   55   5.986010e+00 -1.847512e+00   
   56   4.631187e+00 -2.585859e+00   
   57   4.861182e+00 -2.270291e+00   
   58   5.395452e+00 -1.915398e+00   
   59   7.121808e+00 -2.424242e+00   
   60   4.710492e+00 -2.367469e+00   
   61   6.819616e+00 -2.036770e+00   
   62   4.867285e+00 -2.130920e+00   
   63   6.294641e+00 -1.771203e+00   
   64   4.559802e+00 -2.464646e+00   
   65   5.135389e+00 -1.894660e+00   
   66   4.677851e+00 -2.237177e+00   
   67   7.063544e+00 -2.109294e+00   
   68   6.587188e+00 -1.770187e+00   
   69   5.547459e+00 -1.667940e+00   
   70   5.909095e+00 -1.578351e+00   
   71   4.488417e+00 -2.343434e+00   
   72   4.875325e+00 -1.873923e+00   
   73   7.307473e+00 -2.181818e+00   
   74   5.215412e+00 -1.642433e+00   
   75   6.879736e+00 -1.769171e+00   
   76   6.270730e+00 -1.488761e+00   
   77   4.627400e+00 -1.947062e+00   
   78   6.605293e+00 -1.495167e+00   
   79   7.169279e+00 -1.828896e+00   
   80   4.883365e+00 -1.616925e+00   
   81   4.379476e+00 -2.020202e+00   
   82   5.539688e+00 -1.285804e+00   
   83   6.939856e+00 -1.501572e+00   
   84   7.458821e+00 -1.888621e+00   
   85   5.906791e+00 -1.198064e+00   
   86   4.576950e+00 -1.656948e+00   
   87   5.200697e+00 -1.285799e+00   
   88   6.273893e+00 -1.110324e+00   
   89   7.275013e+00 -1.548498e+00   
   90   6.634658e+00 -1.147518e+00   
   91   4.861706e+00 -1.285795e+00   
   92   4.270535e+00 -1.696970e+00   
   93   6.995422e+00 -1.184712e+00   
   94   7.610169e+00 -1.595424e+00   
   95   4.535640e+00 -1.329766e+00   
   96   5.531918e+00 -9.036674e-01   
   97   5.185982e+00 -9.291659e-01   
   98   5.904486e+00 -8.177776e-01   
   99   7.347569e+00 -1.253838e+00   
   100   4.209575e+00 -1.373737e+00   
   101   4.840046e+00 -9.546644e-01   
   102   6.277055e+00 -7.318878e-01   
   103   6.664022e+00 -7.998695e-01   
   104   7.699715e+00 -1.322965e+00   
   105   7.050988e+00 -8.678512e-01   
   106   4.494331e+00 -1.002585e+00   
   107   5.494421e+00 -5.719266e-01   
   108   5.803122e+00 -5.381898e-01   
   109   7.420124e+00 -9.591781e-01   
   110   6.111822e+00 -5.044529e-01   
   111   5.155459e+00 -5.835028e-01   
   112   4.148615e+00 -1.050505e+00   
   113   4.816496e+00 -5.950789e-01   
   114   7.789260e+00 -1.050505e+00   
   115   6.426330e+00 -4.073979e-01   
   116   6.775357e+00 -4.675218e-01   
   117   5.946590e+00 -2.770181e-01   
   118   7.124385e+00 -5.276456e-01   
   119   4.466345e+00 -6.207718e-01   
   120   5.701757e+00 -2.586020e-01   
   121   6.224713e+00 -2.327008e-01   
   122   5.456923e+00 -2.401859e-01   
   123   7.487305e+00 -5.870551e-01   
   124   5.124935e+00 -2.378397e-01   
   125   4.116194e+00 -6.464646e-01   
   126   6.023096e+00 -5.800373e-02   
   127   4.792947e+00 -2.354935e-01   
   128   6.575604e+00 -8.290802e-02   
   129   7.850225e+00 -6.464646e-01   
   130   6.886693e+00 -1.351740e-01   
   131   5.763474e+00  3.215638e-02   
   132   6.337604e+00  3.905129e-02   
   133   7.197782e+00 -1.874400e-01   
   134   4.438359e+00 -2.389589e-01   
   135   5.503851e+00  1.223165e-01   
   136   6.099603e+00  1.610106e-01   
   137   7.554486e+00 -2.149321e-01   
   138   5.152858e+00  1.291553e-01   
   139   6.650489e+00  1.787525e-01   
   140   4.083772e+00 -2.424242e-01   
   141   6.937190e+00  1.559084e-01   
   142   6.430594e+00  2.691836e-01   
   143   4.801865e+00  1.359942e-01   
   144   5.825191e+00  3.229147e-01   
   145   7.911190e+00 -2.424242e-01   
   146   6.210698e+00  3.596147e-01   
   147   7.223890e+00  1.330643e-01   
   148   4.446776e+00  1.488052e-01   
   149   5.550778e+00  4.848189e-01   
   150   5.995108e+00  5.144640e-01   
   151   7.559740e+00  1.473402e-01   
   152   6.725373e+00  4.404130e-01   
   153   6.523584e+00  4.993159e-01   
   154   5.180781e+00  4.961504e-01   
   155   6.321794e+00  5.582189e-01   
   156   6.987686e+00  4.469908e-01   
   157   4.091687e+00  1.616162e-01   
   158   4.810784e+00  5.074819e-01   
   159   5.779518e+00  6.693133e-01   
   160   7.249998e+00  4.535686e-01   
   161   7.895591e+00  1.616162e-01   
   162   6.165026e+00  7.060133e-01   
   163   6.393150e+00  7.022308e-01   
   164   6.566557e+00  6.833976e-01   
   165   6.739964e+00  6.645644e-01   
   166   4.455193e+00  5.365692e-01   
   167   6.981043e+00  6.980175e-01   
   168   5.476667e+00  8.277639e-01   
   169   7.564995e+00  5.096126e-01   
   170   6.277932e+00  8.375158e-01   
   171   6.008259e+00  8.538078e-01   
   172   6.464506e+00  8.462428e-01   
   173   5.147142e+00  8.437758e-01   
   174   6.609530e+00  8.674793e-01   
   175   7.222121e+00  7.314706e-01   
   176   5.701222e+00  9.474339e-01   
   177   4.099601e+00  5.656566e-01   
   178   6.754555e+00  8.887158e-01   
   179   6.162714e+00  9.728007e-01   
   180   6.390837e+00  9.690182e-01   
   181   4.817616e+00  8.597878e-01   
   182   7.879991e+00  5.656566e-01   
   183   5.925776e+00  1.067104e+00   
   184   6.543562e+00  1.025701e+00   
   185   6.974400e+00  9.490442e-01   
   186   6.317169e+00  1.091794e+00   
   187   7.516940e+00  8.101797e-01   
   188   6.696287e+00  1.082384e+00   
   189   4.483721e+00  9.147424e-01   
   190   6.083885e+00  1.161165e+00   
   191   7.194245e+00  1.009373e+00   
   192   5.402556e+00  1.170709e+00   
   193   6.477594e+00  1.183922e+00   
   194   5.622925e+00  1.225554e+00   
   195   5.113502e+00  1.191401e+00   
   196   6.241993e+00  1.255226e+00   
   197   5.843294e+00  1.280400e+00   
   198   6.903684e+00  1.174569e+00   
   199   7.811758e+00  8.888889e-01   
   200   4.149826e+00  9.696970e-01   
   201   6.638019e+00  1.276051e+00   
   202   4.824448e+00  1.212094e+00   
   203   6.005056e+00  1.349530e+00   
   204   7.468885e+00  1.110747e+00   
   205   6.394305e+00  1.357164e+00   
   206   7.111080e+00  1.266754e+00   
   207   6.166818e+00  1.418659e+00   
   208   5.403038e+00  1.441911e+00   
   209   5.612479e+00  1.463254e+00   
   210   5.821919e+00  1.484597e+00   
   211   6.832968e+00  1.400094e+00   
   212   6.546616e+00  1.459101e+00   
   213   4.512249e+00  1.292916e+00   
   214   5.969983e+00  1.515396e+00   
   215   5.134658e+00  1.475520e+00   
   216   6.311016e+00  1.530405e+00   
   217   6.118046e+00  1.546195e+00   
   218   7.743526e+00  1.212121e+00   
   219   7.363686e+00  1.401054e+00   
   220   4.866278e+00  1.509129e+00   
   221   7.027916e+00  1.524136e+00   
   222   6.727873e+00  1.598718e+00   
   223   6.455213e+00  1.642150e+00   
   224   6.229300e+00  1.665547e+00   
   225   6.069274e+00  1.673730e+00   
   226   4.200051e+00  1.373737e+00   
   227   5.934910e+00  1.681262e+00   
   228   5.800545e+00  1.688794e+00   
   229   5.602032e+00  1.700953e+00   
   230   5.403520e+00  1.713112e+00   
   231   4.574022e+00  1.603049e+00   
   232   6.340554e+00  1.784899e+00   
   233   6.147584e+00  1.800689e+00   
   234   5.155815e+00  1.759638e+00   
   235   7.616291e+00  1.535354e+00   
   236   6.909129e+00  1.738336e+00   
   237   5.997192e+00  1.845201e+00   
   238   6.622778e+00  1.797342e+00   
   239   7.258486e+00  1.691361e+00   
   240   5.846800e+00  1.889713e+00   
   241   4.908109e+00  1.806163e+00   
   242   5.644343e+00  1.921010e+00   
   243   6.225894e+00  1.927649e+00   
   244   4.281766e+00  1.696970e+00   
   245   5.441885e+00  1.952306e+00   
   246   6.483449e+00  1.959711e+00   
   247   6.059475e+00  2.009141e+00   
   248   6.790342e+00  1.952535e+00   
   249   5.207061e+00  1.999851e+00   
   250   7.126217e+00  1.919673e+00   
   251   4.635795e+00  1.913183e+00   
   252   5.893056e+00  2.090632e+00   
   253   7.489057e+00  1.858586e+00   
   254   4.972238e+00  2.047396e+00   
   255   6.344120e+00  2.122079e+00   
   256   5.686653e+00  2.141066e+00   
   257   6.626344e+00  2.134522e+00   
   258   5.480250e+00  2.191501e+00   
   259   6.161010e+00  2.223091e+00   
   260   4.363482e+00  2.020202e+00   
   261   6.993947e+00  2.147985e+00   
   262   5.258308e+00  2.240064e+00   
   263   4.718394e+00  2.155011e+00   
   264   7.343304e+00  2.101010e+00   
   265   5.977899e+00  2.324102e+00   
   266   6.462346e+00  2.316510e+00   
   267   5.036367e+00  2.288628e+00   
   268   5.752615e+00  2.379170e+00   
   269   6.805161e+00  2.360190e+00   
   270   5.527332e+00  2.434238e+00   
   271   6.262544e+00  2.437041e+00   
   272   4.464549e+00  2.262626e+00   
   273   5.317356e+00  2.452222e+00   
   274   7.197551e+00  2.343434e+00   
   275   4.800992e+00  2.396839e+00   
   276   5.107381e+00  2.470206e+00   
   277   6.062742e+00  2.557572e+00   
   278   6.616376e+00  2.572396e+00   
   279   5.818578e+00  2.617273e+00   
   280   4.565617e+00  2.505051e+00   
   281   6.983978e+00  2.585859e+00   
   282   5.574414e+00  2.676975e+00   
   283   5.376405e+00  2.664380e+00   
   284   4.924863e+00  2.608841e+00   
   285   5.178395e+00  2.651785e+00   
   286   6.399044e+00  2.713470e+00   
   287   6.181712e+00  2.854544e+00   
   288   4.742345e+00  2.747475e+00   
   289   5.048734e+00  2.820842e+00   
   290   6.770405e+00  2.828283e+00   
   291   5.878527e+00  2.923276e+00   
   292   5.312038e+00  2.906425e+00   
   293   5.575343e+00  2.992008e+00   
   294   6.535543e+00  2.989899e+00   
   295   4.919072e+00  2.989899e+00   
   296   6.300682e+00  3.151515e+00   
   297   5.247672e+00  3.148470e+00   
   298   5.938476e+00  3.229278e+00   
   299   5.576271e+00  3.307042e+00   
  END_COORDINATES
  BOUNDARIES, ELEMENT
    1         71     56     64         1     
    2         56     40     47         2     
    3         40     10     21         3     
    4         92     71     81         4     
    5         112     92     100         5     
    6         10     1     3         6     
    7         1     11     4         7     
    8         11     37     22         8     
    9         37     73     59         9     
    10         73     94     84         10     
    11         94     114     104         11     
    12         140     112     125         12     
    13         177     140     157         13     
    14         226     177     200         14     
    15         260     226     244         15     
    16         280     260     272         16     
    17         295     280     288         17     
    18         299     295     297         18     
    19         296     299     298         19     
    20         290     296     294         20     
    21         274     290     281         21     
    22         253     274     264         22     
    23         218     253     235         23     
    24         182     218     199         24     
    25         145     182     161         25     
    26         114     145     129         26     
  END_BOUNDARIES
  MATERIALS, NUMBER= 1, DEFAULT=1
  END_MATERIALS
  SUBDOMAINS
  END_SUBDOMAINS
  CHARACTERISTICS
  END_CHARACTERISTICS
